episode_id,seed,segment_id_oracle,regime_id_oracle,method,selected_skill,verification_status,abstain
21,4301,bias_dominant,C_bias_dominant_mixed,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
21,4301,bias_dominant,C_bias_dominant_mixed,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
21,4301,bias_dominant,C_bias_dominant_mixed,FROZEN_VARIANCE_RULE,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
21,4301,bias_dominant,C_bias_dominant_mixed,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
21,4301,bias_dominant,C_bias_dominant_mixed,STATELESS_GLM,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
21,4301,bias_dominant,C_bias_dominant_mixed,GLM_FROZEN_BOOTSTRAP_MEMORY,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
21,4301,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,REJECTED,False
21,4301,bias_dominant,C_bias_dominant_mixed,GLM_ONLINE_MEMORY_RESONANCE,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
21,4301,bias_dominant,C_bias_dominant_mixed,EVALUATOR_ONLY_ORACLE,INDEPENDENT_STOCHASTIC_RETRY,INCONCLUSIVE,False
22,4302,bias_dominant,A_bias_low_noise,ALWAYS_COMPENSATION,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,ALWAYS_RETRY,INDEPENDENT_STOCHASTIC_RETRY,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,FROZEN_VARIANCE_RULE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,DETERMINISTIC_ACTION_POSTERIOR,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,STATELESS_GLM,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,GLM_FROZEN_BOOTSTRAP_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,GLM_ONLINE_ACTION_MEMORY,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,GLM_ONLINE_MEMORY_RESONANCE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
22,4302,bias_dominant,A_bias_low_noise,EVALUATOR_ONLY_ORACLE,BOUNDED_PLANAR_COMPENSATION,ACCEPTED,False
